I,Age,Gender,Item_Purchased,Category,purchase_amt,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Age Group
179,30,Male,Jewelry,Accessories,27,Ohio,XL,Olive,Winter,4.7,No,Store Pickup,Yes,Yes,16,Debit Card,Fortnightly,Adult
180,42,Male,Gloves,Accessories,39,Arkansas,S,Silver,Fall,3.9,No,Express,Yes,Yes,46,Cash,Fortnightly,Middle-Age Adult
181,28,Male,Jewelry,Accessories,98,Mississippi,M,Purple,Winter,4.4,No,Standard,Yes,Yes,31,PayPal,Every 3 Months,Adult
182,43,Male,Sandals,Footwear,27,California,M,Silver,Spring,3.9,No,Next Day Air,Yes,Yes,15,Cash,Every 3 Months,Middle-Age Adult
183,31,Male,Jewelry,Accessories,71,Alaska,S,Gray,Spring,2.8,No,2-Day Shipping,Yes,Yes,48,Venmo,Every 3 Months,Adult
184,39,Male,Hat,Accessories,24,Indiana,L,Turquoise,Spring,3.5,No,Store Pickup,Yes,Yes,11,Cash,Weekly,Adult
185,69,Male,Shorts,Clothing,63,Wisconsin,M,Violet,Fall,4.3,No,Express,Yes,Yes,20,Credit Card,Every 3 Months,Senior Citizen
186,31,Male,Sweater,Clothing,72,New Jersey,S,Pink,Fall,3.9,No,Next Day Air,Yes,Yes,6,Credit Card,Monthly,Adult
187,44,Male,Blouse,Clothing,61,Rhode Island,M,Teal,Spring,4,No,Express,Yes,Yes,24,Cash,Monthly,Middle-Age Adult
188,39,Male,Hat,Accessories,56,Wyoming,M,Magenta,Fall,4.1,No,Next Day Air,Yes,Yes,18,Credit Card,Monthly,Adult
189,24,Male,Belt,Accessories,32,Oregon,XL,Silver,Summer,4.3,No,Standard,Yes,Yes,1,PayPal,Every 3 Months,Adult
190,28,Male,Gloves,Accessories,23,Washington,M,Blue,Summer,4.2,No,Free Shipping,Yes,Yes,13,Venmo,Bi-Weekly,Adult
191,48,Male,Coat,Outerwear,100,Washington,L,Black,Spring,4,No,Standard,Yes,Yes,2,Bank Transfer,Weekly,Middle-Age Adult
192,39,Male,Jewelry,Accessories,74,New Hampshire,M,Gold,Fall,3.6,No,Express,Yes,Yes,26,Cash,Quarterly,Adult
193,64,Male,Skirt,Clothing,33,Maryland,S,Gray,Spring,3.3,No,Standard,Yes,Yes,31,PayPal,Quarterly,Senior Citizen
194,28,Male,Gloves,Accessories,67,Wisconsin,S,Magenta,Spring,4.1,No,2-Day Shipping,Yes,Yes,43,Bank Transfer,Weekly,Adult
195,39,Male,Jewelry,Accessories,61,Massachusetts,S,Yellow,Summer,4.7,No,Next Day Air,Yes,Yes,12,Debit Card,Bi-Weekly,Adult
196,49,Male,Shorts,Clothing,46,Nebraska,M,Teal,Summer,4.4,No,Store Pickup,Yes,Yes,22,Venmo,Every 3 Months,Middle-Age Adult
197,22,Male,Gloves,Accessories,56,Nebraska,L,Red,Spring,3.4,No,Standard,Yes,Yes,3,Cash,Fortnightly,Adult
198,25,Male,Sneakers,Footwear,73,Idaho,S,Yellow,Spring,5,No,Free Shipping,Yes,Yes,23,Venmo,Every 3 Months,Adult
199,40,Male,Skirt,Clothing,44,Arizona,L,Black,Summer,4.6,No,Store Pickup,Yes,Yes,26,PayPal,Annually,Middle-Age Adult
200,23,Male,Hat,Accessories,44,Hawaii,L,Pink,Winter,4,No,Standard,Yes,Yes,37,Credit Card,Weekly,Adult
201,24,Male,Jewelry,Accessories,26,Missouri,XL,Magenta,Summer,4.1,No,Next Day Air,Yes,Yes,42,Venmo,Quarterly,Adult
202,66,Male,Sneakers,Footwear,52,Louisiana,L,Olive,Spring,4.9,No,Express,Yes,Yes,15,Venmo,Bi-Weekly,Senior Citizen
203,27,Male,Shirt,Clothing,54,Arkansas,S,Black,Summer,2.7,No,Free Shipping,Yes,Yes,10,Bank Transfer,Quarterly,Adult
204,62,Male,Jacket,Outerwear,38,North Carolina,M,Maroon,Summer,4.5,No,Free Shipping,Yes,Yes,3,Venmo,Quarterly,Senior Citizen
205,70,Male,Belt,Accessories,44,North Dakota,S,Gold,Fall,2.7,No,Standard,Yes,Yes,44,Credit Card,Quarterly,Senior Citizen
206,43,Male,T-shirt,Clothing,76,Montana,M,Gray,Spring,3,No,Next Day Air,Yes,Yes,23,Bank Transfer,Fortnightly,Middle-Age Adult
207,45,Male,Jewelry,Accessories,23,Rhode Island,M,Brown,Winter,4.5,No,Next Day Air,Yes,Yes,6,PayPal,Weekly,Middle-Age Adult
208,63,Male,T-shirt,Clothing,98,Idaho,M,Purple,Winter,5,No,Standard,Yes,Yes,9,Venmo,Bi-Weekly,Senior Citizen
209,69,Male,Jacket,Outerwear,33,Michigan,S,Magenta,Spring,3.8,No,2-Day Shipping,Yes,Yes,16,Debit Card,Every 3 Months,Senior Citizen
210,59,Male,Sweater,Clothing,32,Illinois,M,Teal,Summer,3.1,No,Standard,Yes,Yes,46,Venmo,Fortnightly,Middle-Age Adult
211,19,Male,Boots,Footwear,85,Georgia,S,Olive,Fall,3.4,No,Free Shipping,Yes,Yes,24,Credit Card,Every 3 Months,Teenager
212,63,Male,Jeans,Clothing,69,Alabama,L,Maroon,Summer,4.8,No,Next Day Air,Yes,Yes,22,Debit Card,Monthly,Senior Citizen
213,37,Male,Jeans,Clothing,55,Alaska,XL,Silver,Spring,2.7,No,Standard,Yes,Yes,13,Debit Card,Every 3 Months,Adult
214,37,Male,Pants,Clothing,66,Massachusetts,M,Black,Summer,3.2,No,Store Pickup,Yes,Yes,20,Cash,Fortnightly,Adult
215,50,Male,Jacket,Outerwear,30,Michigan,M,Maroon,Fall,3.9,No,2-Day Shipping,Yes,Yes,46,Cash,Quarterly,Middle-Age Adult
216,60,Male,Jacket,Outerwear,80,Alaska,M,Teal,Winter,4.2,No,Next Day Air,Yes,Yes,10,Bank Transfer,Monthly,Senior Citizen
217,46,Male,Belt,Accessories,20,North Dakota,M,Teal,Summer,3,No,Express,Yes,Yes,39,Cash,Monthly,Middle-Age Adult
218,35,Male,Shirt,Clothing,30,South Carolina,L,Beige,Fall,3,No,2-Day Shipping,Yes,Yes,44,PayPal,Quarterly,Adult
219,66,Male,Dress,Clothing,86,Pennsylvania,S,Maroon,Winter,3.7,No,2-Day Shipping,Yes,Yes,7,Venmo,Annually,Senior Citizen
220,35,Male,Blouse,Clothing,84,Colorado,L,Beige,Spring,4.4,No,Store Pickup,Yes,Yes,3,Cash,Every 3 Months,Adult
221,20,Male,Dress,Clothing,54,New Hampshire,XL,White,Summer,4.6,No,Free Shipping,Yes,Yes,44,Debit Card,Annually,Adult
222,55,Male,Blouse,Clothing,30,Maryland,XL,Gray,Fall,3,No,Free Shipping,Yes,Yes,31,Venmo,Annually,Middle-Age Adult
223,34,Male,Dress,Clothing,91,Georgia,M,Violet,Winter,3.6,No,Express,Yes,Yes,48,Credit Card,Weekly,Adult
224,60,Male,Sneakers,Footwear,23,Wisconsin,L,Silver,Winter,3.9,No,Standard,Yes,Yes,18,PayPal,Bi-Weekly,Senior Citizen
225,22,Male,Socks,Clothing,35,Texas,M,Red,Spring,4.1,No,Free Shipping,Yes,Yes,27,Cash,Monthly,Adult
226,26,Male,Shoes,Footwear,90,Utah,L,Brown,Winter,3.9,No,2-Day Shipping,Yes,Yes,1,Venmo,Weekly,Adult
227,39,Male,Jeans,Clothing,93,Indiana,S,Turquoise,Fall,3.9,No,2-Day Shipping,Yes,Yes,34,Cash,Weekly,Adult
228,20,Male,Jeans,Clothing,68,Nevada,L,Indigo,Winter,4.5,No,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly,Adult
229,57,Male,Gloves,Accessories,41,New Hampshire,M,Violet,Spring,3.4,No,Standard,Yes,Yes,12,Cash,Quarterly,Middle-Age Adult
230,68,Male,Belt,Accessories,73,New York,M,Yellow,Winter,4.1,No,Next Day Air,Yes,Yes,14,Venmo,Fortnightly,Senior Citizen
231,50,Male,Sunglasses,Accessories,73,Texas,L,Cyan,Fall,4.9,No,Next Day Air,Yes,Yes,40,PayPal,Weekly,Middle-Age Adult
232,21,Male,Hat,Accessories,66,Iowa,M,Brown,Summer,4.4,No,2-Day Shipping,Yes,Yes,39,Cash,Quarterly,Adult
233,29,Male,Backpack,Accessories,59,Washington,M,White,Summer,2.7,No,2-Day Shipping,Yes,Yes,50,Bank Transfer,Weekly,Adult
234,38,Male,Shorts,Clothing,72,Tennessee,L,Yellow,Spring,4.8,No,Free Shipping,Yes,Yes,5,Debit Card,Monthly,Adult
235,54,Male,Socks,Clothing,88,Georgia,M,White,Summer,3.3,No,2-Day Shipping,Yes,Yes,35,Debit Card,Annually,Middle-Age Adult
236,22,Male,Socks,Clothing,76,Massachusetts,L,Pink,Summer,4.4,No,Free Shipping,Yes,Yes,6,Cash,Bi-Weekly,Adult
237,29,Male,Belt,Accessories,31,Oregon,M,Indigo,Winter,4.6,No,2-Day Shipping,Yes,Yes,22,Cash,Fortnightly,Adult
238,41,Male,Jacket,Outerwear,22,Oklahoma,L,White,Summer,3.1,No,Next Day Air,Yes,Yes,27,PayPal,Monthly,Middle-Age Adult
239,26,Male,Hat,Accessories,75,Wisconsin,L,Red,Fall,4.5,No,2-Day Shipping,Yes,Yes,33,Debit Card,Fortnightly,Adult
240,69,Male,T-shirt,Clothing,75,Oregon,S,Red,Spring,4,No,Store Pickup,Yes,Yes,47,Venmo,Bi-Weekly,Senior Citizen
241,20,Male,Backpack,Accessories,63,Georgia,M,Lavender,Winter,3.1,No,Free Shipping,Yes,Yes,48,Credit Card,Bi-Weekly,Adult
242,59,Male,Coat,Outerwear,21,New Mexico,M,Teal,Spring,3.9,No,Next Day Air,Yes,Yes,22,Bank Transfer,Quarterly,Middle-Age Adult
243,63,Male,Backpack,Accessories,83,Mississippi,S,Violet,Spring,4.5,No,Next Day Air,Yes,Yes,8,PayPal,Bi-Weekly,Senior Citizen
244,68,Male,Jacket,Outerwear,46,Wisconsin,S,Silver,Winter,4.4,No,Next Day Air,Yes,Yes,5,PayPal,Every 3 Months,Senior Citizen
245,50,Male,Shoes,Footwear,59,New Hampshire,M,Gold,Summer,3.6,No,2-Day Shipping,Yes,Yes,16,Bank Transfer,Quarterly,Middle-Age Adult
246,55,Male,Blouse,Clothing,66,Wyoming,M,Green,Summer,3.4,No,Free Shipping,Yes,Yes,26,Venmo,Fortnightly,Middle-Age Adult
247,36,Male,Sandals,Footwear,74,West Virginia,S,Turquoise,Fall,4,No,2-Day Shipping,Yes,Yes,8,Venmo,Monthly,Adult
248,18,Male,Sunglasses,Accessories,82,Michigan,M,Indigo,Summer,2.6,No,Store Pickup,Yes,Yes,17,Cash,Quarterly,Teenager
249,68,Male,Shoes,Footwear,89,Alaska,L,Black,Spring,3.2,No,Next Day Air,Yes,Yes,50,Venmo,Annually,Senior Citizen
250,56,Male,Dress,Clothing,65,Illinois,L,Charcoal,Fall,3.2,No,Standard,Yes,Yes,22,Venmo,Bi-Weekly,Middle-Age Adult
251,32,Male,Belt,Accessories,55,Hawaii,M,Turquoise,Spring,5,No,2-Day Shipping,Yes,Yes,19,Cash,Every 3 Months,Adult
252,28,Male,Shorts,Clothing,95,Colorado,M,Red,Winter,2.9,No,Next Day Air,Yes,Yes,14,Bank Transfer,Monthly,Adult
253,24,Male,Handbag,Accessories,77,Illinois,S,Indigo,Winter,2.9,No,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly,Adult
254,59,Male,Blouse,Clothing,44,Hawaii,M,Maroon,Winter,3.5,No,Next Day Air,Yes,Yes,43,PayPal,Weekly,Middle-Age Adult
255,56,Male,Jeans,Clothing,89,Wisconsin,M,Indigo,Fall,4,No,Standard,Yes,Yes,24,Venmo,Annually,Middle-Age Adult
256,30,Male,Jewelry,Accessories,24,Arkansas,M,Maroon,Spring,3.9,No,Standard,Yes,Yes,17,Debit Card,Bi-Weekly,Adult
257,48,Male,Belt,Accessories,43,Delaware,M,Black,Winter,4.9,No,Store Pickup,Yes,Yes,49,Bank Transfer,Annually,Middle-Age Adult
258,60,Male,Sneakers,Footwear,51,Oregon,XL,Purple,Summer,3.8,No,Express,Yes,Yes,17,Bank Transfer,Annually,Senior Citizen
259,46,Male,Hat,Accessories,46,South Carolina,L,Teal,Summer,3.5,No,Standard,Yes,Yes,40,Cash,Quarterly,Middle-Age Adult
260,69,Male,Dress,Clothing,32,Maryland,M,Silver,Summer,3.7,No,Store Pickup,Yes,Yes,43,Bank Transfer,Weekly,Senior Citizen
261,19,Male,Sneakers,Footwear,55,Kansas,M,Black,Spring,2.9,No,2-Day Shipping,Yes,Yes,19,Debit Card,Every 3 Months,Teenager
262,66,Male,Sunglasses,Accessories,26,Arkansas,S,Black,Summer,2.8,No,Free Shipping,Yes,Yes,40,Bank Transfer,Quarterly,Senior Citizen
263,64,Male,Handbag,Accessories,29,Minnesota,M,Olive,Summer,3.7,No,2-Day Shipping,Yes,Yes,13,Credit Card,Monthly,Senior Citizen
264,54,Male,Blouse,Clothing,49,New Mexico,L,Purple,Spring,3,No,Express,Yes,Yes,20,Credit Card,Monthly,Middle-Age Adult
265,27,Male,Blouse,Clothing,45,Delaware,M,Indigo,Spring,4.8,No,Free Shipping,Yes,Yes,21,Debit Card,Quarterly,Adult
266,64,Male,Shorts,Clothing,48,Utah,S,Lavender,Winter,2.7,No,Standard,Yes,Yes,18,Cash,Bi-Weekly,Senior Citizen
267,43,Male,Shorts,Clothing,47,Ohio,S,Cyan,Winter,4.5,No,Free Shipping,Yes,Yes,44,Cash,Quarterly,Middle-Age Adult
268,43,Male,Hoodie,Clothing,57,Alabama,M,Gold,Fall,2.7,No,Standard,Yes,Yes,26,Credit Card,Quarterly,Middle-Age Adult
269,27,Male,Backpack,Accessories,34,South Dakota,L,Magenta,Fall,3.5,No,Next Day Air,Yes,Yes,34,PayPal,Quarterly,Adult
270,35,Male,Sunglasses,Accessories,75,New Mexico,XL,Teal,Fall,3.5,No,Express,Yes,Yes,24,Credit Card,Every 3 Months,Adult
271,43,Male,Scarf,Accessories,94,Oregon,L,Beige,Fall,4.5,No,Store Pickup,Yes,Yes,23,PayPal,Fortnightly,Middle-Age Adult
272,57,Male,Hat,Accessories,84,Oregon,M,Teal,Winter,3.8,No,Free Shipping,Yes,Yes,3,Debit Card,Weekly,Middle-Age Adult
273,50,Male,Scarf,Accessories,38,Mississippi,M,Indigo,Summer,3.8,No,Standard,Yes,Yes,2,Bank Transfer,Quarterly,Middle-Age Adult
274,37,Male,Scarf,Accessories,75,Alabama,M,Purple,Winter,3.2,No,Next Day Air,Yes,Yes,23,Venmo,Bi-Weekly,Adult
275,68,Male,Pants,Clothing,44,Kansas,M,Teal,Fall,4.3,No,Next Day Air,Yes,Yes,8,Cash,Weekly,Senior Citizen
276,22,Male,Backpack,Accessories,33,California,XL,Turquoise,Summer,4.5,No,Next Day Air,Yes,Yes,30,Debit Card,Every 3 Months,Adult
277,58,Male,Sunglasses,Accessories,93,Idaho,L,Peach,Fall,4.2,No,Free Shipping,Yes,Yes,48,PayPal,Annually,Middle-Age Adult
278,48,Male,Sneakers,Footwear,99,Wyoming,S,Green,Winter,3,No,Free Shipping,Yes,Yes,21,Cash,Bi-Weekly,Middle-Age Adult
279,30,Male,Backpack,Accessories,33,Minnesota,M,Turquoise,Spring,4.1,No,Standard,Yes,Yes,9,Cash,Monthly,Adult
280,51,Male,Sneakers,Footwear,76,Washington,L,Yellow,Spring,4.6,No,Store Pickup,Yes,Yes,8,Debit Card,Monthly,Middle-Age Adult
281,20,Male,Skirt,Clothing,63,Hawaii,M,Orange,Summer,2.9,No,Standard,Yes,Yes,29,Debit Card,Weekly,Adult
282,30,Male,Pants,Clothing,41,Missouri,L,Brown,Winter,4.8,No,Next Day Air,Yes,Yes,3,Bank Transfer,Every 3 Months,Adult
283,28,Male,Jewelry,Accessories,88,Colorado,L,Silver,Winter,4.5,No,Next Day Air,Yes,Yes,11,Bank Transfer,Fortnightly,Adult
284,37,Male,Skirt,Clothing,92,Washington,L,White,Summer,3.4,No,2-Day Shipping,Yes,Yes,16,Debit Card,Monthly,Adult
285,36,Male,T-shirt,Clothing,31,North Dakota,L,Indigo,Summer,4.3,No,2-Day Shipping,Yes,Yes,25,Debit Card,Weekly,Adult
286,18,Male,Skirt,Clothing,25,Minnesota,S,Magenta,Spring,4.2,No,Free Shipping,Yes,Yes,32,PayPal,Bi-Weekly,Teenager
287,52,Male,Shirt,Clothing,28,California,M,Turquoise,Spring,3.6,No,Next Day Air,Yes,Yes,28,Cash,Fortnightly,Middle-Age Adult
288,56,Male,Dress,Clothing,75,Michigan,M,White,Spring,3.7,No,2-Day Shipping,Yes,Yes,36,PayPal,Monthly,Middle-Age Adult
289,68,Male,Boots,Footwear,34,Delaware,S,Olive,Spring,4,No,Standard,Yes,Yes,7,Venmo,Fortnightly,Senior Citizen
290,62,Male,Pants,Clothing,97,California,S,Maroon,Winter,4.9,No,2-Day Shipping,Yes,Yes,2,PayPal,Quarterly,Senior Citizen
291,35,Male,Jacket,Outerwear,80,Oklahoma,M,Violet,Summer,3.1,No,Free Shipping,Yes,Yes,6,Bank Transfer,Monthly,Adult
292,65,Male,Sneakers,Footwear,71,North Dakota,L,Cyan,Summer,3.7,No,Standard,Yes,Yes,30,Cash,Annually,Senior Citizen
293,69,Male,Jewelry,Accessories,77,Ohio,L,Teal,Fall,4.2,No,Free Shipping,Yes,Yes,46,Cash,Quarterly,Senior Citizen
294,28,Male,Belt,Accessories,41,Hawaii,L,Red,Spring,2.5,No,Next Day Air,Yes,Yes,39,Cash,Monthly,Adult
295,37,Male,Scarf,Accessories,92,Maryland,XL,Yellow,Summer,4.3,No,Next Day Air,Yes,Yes,8,Venmo,Annually,Adult
296,41,Male,Blouse,Clothing,95,Hawaii,S,Silver,Spring,3.1,No,Store Pickup,Yes,Yes,46,Credit Card,Quarterly,Middle-Age Adult
297,37,Male,Sweater,Clothing,25,Alabama,M,Charcoal,Fall,3,No,Next Day Air,Yes,Yes,40,Debit Card,Fortnightly,Adult
298,25,Male,Boots,Footwear,77,Oklahoma,M,Purple,Fall,4,No,Express,Yes,Yes,21,Bank Transfer,Weekly,Adult
299,41,Male,Socks,Clothing,99,Alabama,M,Beige,Summer,3.5,No,Free Shipping,Yes,Yes,33,Credit Card,Fortnightly,Middle-Age Adult
300,48,Male,Belt,Accessories,24,Vermont,L,Cyan,Winter,3.2,No,Next Day Air,Yes,Yes,3,Venmo,Monthly,Middle-Age Adult
301,42,Male,Sneakers,Footwear,72,Ohio,M,Silver,Summer,2.7,No,Store Pickup,Yes,Yes,48,Cash,Weekly,Middle-Age Adult
302,54,Male,Jeans,Clothing,80,Wisconsin,S,Pink,Winter,3,No,Free Shipping,Yes,Yes,8,PayPal,Annually,Middle-Age Adult
303,18,Male,Skirt,Clothing,100,South Dakota,L,Gold,Winter,2.9,No,Next Day Air,Yes,Yes,24,PayPal,Annually,Teenager
304,56,Male,Shoes,Footwear,83,Iowa,M,Cyan,Summer,3.3,No,Free Shipping,Yes,Yes,10,Bank Transfer,Every 3 Months,Middle-Age Adult
305,61,Male,Dress,Clothing,95,Maryland,M,Black,Spring,4.9,No,2-Day Shipping,Yes,Yes,25,Bank Transfer,Monthly,Senior Citizen
306,40,Male,Handbag,Accessories,41,Colorado,XL,Charcoal,Summer,3.7,No,Store Pickup,Yes,Yes,3,Cash,Fortnightly,Middle-Age Adult
307,34,Male,Backpack,Accessories,35,Wisconsin,S,Magenta,Spring,3.5,No,Standard,Yes,Yes,45,Debit Card,Fortnightly,Adult
308,42,Male,Jewelry,Accessories,30,Mississippi,S,Pink,Fall,4.7,No,Store Pickup,Yes,Yes,15,Debit Card,Monthly,Middle-Age Adult
309,43,Male,Hat,Accessories,21,Mississippi,XL,Maroon,Winter,2.6,No,Store Pickup,Yes,Yes,34,Bank Transfer,Quarterly,Middle-Age Adult
310,47,Male,Jewelry,Accessories,85,California,M,Teal,Fall,4.1,No,Express,Yes,Yes,21,Venmo,Bi-Weekly,Middle-Age Adult
311,48,Male,Shirt,Clothing,54,Delaware,M,Orange,Winter,2.8,No,2-Day Shipping,Yes,Yes,22,Debit Card,Bi-Weekly,Middle-Age Adult
312,20,Male,Boots,Footwear,26,Montana,S,Yellow,Spring,4.7,No,Next Day Air,Yes,Yes,24,PayPal,Weekly,Adult
313,65,Male,Shirt,Clothing,59,Indiana,XL,Red,Spring,2.9,No,Store Pickup,Yes,Yes,33,Credit Card,Monthly,Senior Citizen
314,54,Male,Sunglasses,Accessories,48,West Virginia,S,Charcoal,Winter,2.8,No,Free Shipping,Yes,Yes,13,Venmo,Fortnightly,Middle-Age Adult
315,23,Male,Shorts,Clothing,98,Iowa,L,Black,Summer,4.3,No,Next Day Air,Yes,Yes,17,Debit Card,Bi-Weekly,Adult
316,18,Male,Sweater,Clothing,92,Maine,M,White,Summer,4.8,No,2-Day Shipping,Yes,Yes,25,Credit Card,Every 3 Months,Teenager
317,70,Male,Belt,Accessories,46,Connecticut,M,Lavender,Winter,3.4,No,Next Day Air,Yes,Yes,15,Credit Card,Bi-Weekly,Senior Citizen
318,55,Male,T-shirt,Clothing,21,Kansas,S,White,Spring,4.3,No,Standard,Yes,Yes,4,PayPal,Fortnightly,Middle-Age Adult
319,49,Male,Shorts,Clothing,72,Vermont,S,Gray,Fall,2.7,No,Free Shipping,Yes,Yes,43,Debit Card,Quarterly,Middle-Age Adult
320,26,Male,Sandals,Footwear,58,Nebraska,XL,Cyan,Fall,4.6,No,Next Day Air,Yes,Yes,12,Bank Transfer,Bi-Weekly,Adult
321,33,Male,Shirt,Clothing,93,Nevada,S,Brown,Fall,4.1,No,Standard,Yes,Yes,3,Venmo,Monthly,Adult
322,20,Male,Socks,Clothing,31,Tennessee,L,Purple,Spring,3.4,No,2-Day Shipping,Yes,Yes,1,PayPal,Annually,Adult
323,41,Male,Pants,Clothing,26,Arkansas,L,Yellow,Winter,4.5,No,Next Day Air,Yes,Yes,6,Debit Card,Monthly,Middle-Age Adult
324,18,Male,Skirt,Clothing,68,Wisconsin,M,Indigo,Summer,4.4,No,Standard,Yes,Yes,26,Venmo,Monthly,Teenager
325,26,Male,Jewelry,Accessories,31,Illinois,S,Black,Summer,4,No,Next Day Air,Yes,Yes,6,Credit Card,Fortnightly,Adult
326,30,Male,T-shirt,Clothing,41,Kansas,S,Gray,Summer,3.4,No,Free Shipping,Yes,Yes,22,Cash,Bi-Weekly,Adult
327,64,Male,Jewelry,Accessories,62,New York,M,Indigo,Fall,3.2,No,Standard,Yes,Yes,45,Cash,Bi-Weekly,Senior Citizen
328,26,Male,Hat,Accessories,41,Colorado,M,Green,Spring,3.4,No,Standard,Yes,Yes,50,Cash,Quarterly,Adult
329,43,Male,Blouse,Clothing,64,Wisconsin,M,Peach,Winter,4.3,No,Standard,Yes,Yes,50,Credit Card,Fortnightly,Middle-Age Adult
330,63,Male,Sandals,Footwear,72,Michigan,L,Purple,Summer,5,No,Standard,Yes,Yes,39,Debit Card,Quarterly,Senior Citizen
331,57,Male,Handbag,Accessories,78,Hawaii,L,Beige,Winter,3.5,No,Store Pickup,Yes,Yes,50,Venmo,Bi-Weekly,Middle-Age Adult
332,25,Male,Hat,Accessories,47,Virginia,M,Charcoal,Winter,3.1,No,2-Day Shipping,Yes,Yes,27,PayPal,Every 3 Months,Adult
333,68,Male,Scarf,Accessories,46,Ohio,L,Gray,Summer,3.9,No,2-Day Shipping,Yes,Yes,38,Debit Card,Fortnightly,Senior Citizen
334,31,Male,Shorts,Clothing,43,Missouri,S,Brown,Winter,4,No,Store Pickup,Yes,Yes,37,Bank Transfer,Every 3 Months,Adult
335,64,Male,Backpack,Accessories,58,Indiana,M,Cyan,Summer,3.5,No,Next Day Air,Yes,Yes,50,Debit Card,Annually,Senior Citizen
336,38,Male,Sweater,Clothing,32,Florida,M,White,Winter,3.6,No,Free Shipping,Yes,Yes,40,PayPal,Every 3 Months,Adult
337,34,Male,Skirt,Clothing,45,Minnesota,L,Beige,Winter,3,No,Next Day Air,Yes,Yes,3,PayPal,Bi-Weekly,Adult
338,32,Male,Sneakers,Footwear,35,Nevada,L,Orange,Summer,2.6,No,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly,Adult
339,69,Male,Sunglasses,Accessories,21,Maine,M,Olive,Winter,2.9,No,Next Day Air,Yes,Yes,8,Credit Card,Annually,Senior Citizen
340,45,Male,Dress,Clothing,64,Massachusetts,S,Teal,Winter,3.1,No,Next Day Air,Yes,Yes,7,Cash,Monthly,Middle-Age Adult
341,35,Male,Blouse,Clothing,88,North Dakota,S,Silver,Spring,3.3,No,Next Day Air,Yes,Yes,13,Venmo,Quarterly,Adult
342,63,Male,Shoes,Footwear,48,New Jersey,M,Gold,Summer,2.9,No,Store Pickup,Yes,Yes,29,Venmo,Every 3 Months,Senior Citizen
343,65,Male,Sweater,Clothing,36,Indiana,L,Violet,Summer,3.9,No,2-Day Shipping,Yes,Yes,7,Bank Transfer,Fortnightly,Senior Citizen
344,35,Male,Gloves,Accessories,28,Oregon,S,White,Summer,4.7,No,2-Day Shipping,Yes,Yes,50,Debit Card,Every 3 Months,Adult
345,54,Male,Socks,Clothing,80,North Dakota,M,Peach,Spring,4.4,No,2-Day Shipping,Yes,Yes,33,Debit Card,Bi-Weekly,Middle-Age Adult
346,28,Male,Coat,Outerwear,23,South Carolina,S,Orange,Summer,3.6,No,Store Pickup,Yes,Yes,30,Cash,Every 3 Months,Adult
347,68,Male,Sunglasses,Accessories,24,North Carolina,L,Violet,Summer,3.2,No,Standard,Yes,Yes,40,Cash,Annually,Senior Citizen
348,58,Male,Boots,Footwear,22,North Dakota,L,Green,Fall,4,No,Free Shipping,Yes,Yes,49,Cash,Fortnightly,Middle-Age Adult
349,35,Male,Dress,Clothing,21,Massachusetts,M,Peach,Spring,3.5,No,Next Day Air,Yes,Yes,32,Venmo,Fortnightly,Adult
350,68,Male,Jacket,Outerwear,51,Tennessee,M,Black,Spring,4.6,No,Free Shipping,Yes,Yes,18,Venmo,Weekly,Senior Citizen
351,41,Male,Gloves,Accessories,65,Missouri,L,Blue,Summer,3.3,No,Free Shipping,Yes,Yes,50,PayPal,Annually,Middle-Age Adult
352,65,Male,Scarf,Accessories,51,Tennessee,S,Magenta,Spring,4,No,2-Day Shipping,Yes,Yes,13,PayPal,Weekly,Senior Citizen
353,50,Male,Hoodie,Clothing,32,Colorado,L,Violet,Summer,3.4,No,Free Shipping,Yes,Yes,1,Bank Transfer,Every 3 Months,Middle-Age Adult
354,18,Male,Coat,Outerwear,70,Mississippi,M,Beige,Spring,4.2,No,Store Pickup,Yes,Yes,16,PayPal,Fortnightly,Teenager
355,38,Male,Scarf,Accessories,77,Ohio,L,Pink,Summer,3.9,No,2-Day Shipping,Yes,Yes,6,PayPal,Monthly,Adult
356,68,Male,Coat,Outerwear,90,North Carolina,S,Beige,Summer,3.9,No,Next Day Air,Yes,Yes,21,Debit Card,Monthly,Senior Citizen
357,53,Male,Scarf,Accessories,36,Ohio,L,Green,Summer,2.8,No,Standard,Yes,Yes,36,Venmo,Every 3 Months,Middle-Age Adult
358,58,Male,Handbag,Accessories,77,Nebraska,S,Silver,Summer,3.7,No,Standard,Yes,Yes,20,Bank Transfer,Every 3 Months,Middle-Age Adult
359,34,Male,Boots,Footwear,78,Hawaii,M,Purple,Summer,4.9,No,Store Pickup,Yes,Yes,8,Debit Card,Quarterly,Adult
360,36,Male,Pants,Clothing,69,Oklahoma,M,Gray,Summer,2.6,No,Express,Yes,Yes,22,Credit Card,Monthly,Adult
361,58,Male,T-shirt,Clothing,63,Wisconsin,M,White,Summer,4.9,No,Free Shipping,Yes,Yes,3,Credit Card,Quarterly,Middle-Age Adult
